sep=,
Country Name,Country Code,Series Name,Series Code,2010,2014
Middle East & North Africa,MEA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,102.627.227.783.203,103.046.951.293.945
Middle East & North Africa,MEA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,314.195.003.509.521,382.514.305.114.746
Middle East & North Africa,MEA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,302.733.097.076.416,375.988.311.767.578
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,711.606.040.967.098,849.445.050.442.989
Middle East & North Africa,MEA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,294.267.670.888.732,113.320.153.257.131
Middle East & North Africa,MEA,Population* female (% of total),SP.POP.TOTL.FE.ZS,483.972.709.641.985,483.290.027.557.587
Middle East & North Africa,MEA,Population* total,SP.POP.TOTL,385417024,416401841
Middle East & North Africa (excluding high income),MNA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,714.397.277.832.031,743.971.481.323.242
Middle East & North Africa (excluding high income),MNA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,751.702.728.271.484,781.798.095.703.125
Middle East & North Africa (excluding high income),MNA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,110.304.153.442.383,107.417.961.120.605
Middle East & North Africa (excluding high income),MNA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,102.977.958.679.199,102.490.409.851.074
Middle East & North Africa (excluding high income),MNA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,302.546.195.983.887,361.011.810.302.734
Middle East & North Africa (excluding high income),MNA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,305.900.402.069.092,367.323.608.398.438
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,410.610.851.309.237,440.167.047.850.698
Middle East & North Africa (excluding high income),MNA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,361.915.434.075.041,105.166.985.347.707
Middle East & North Africa (excluding high income),MNA,Population* female (% of total),SP.POP.TOTL.FE.ZS,496.081.278.176.025,496.484.240.872.681
Middle East & North Africa (excluding high income),MNA,Population* total,SP.POP.TOTL,331928764,356262920
Middle East & North Africa (IDA & IBRD countries),TMN,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,710.910.797.119.141,741.295.013.427.734
Middle East & North Africa (IDA & IBRD countries),TMN,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,750.273.818.969.727,781.733.627.319.336
Middle East & North Africa (IDA & IBRD countries),TMN,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,110.540.069.580.078,107.560.661.315.918
Middle East & North Africa (IDA & IBRD countries),TMN,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,103.145.462.036.133,102.583.892.822.266
Middle East & North Africa (IDA & IBRD countries),TMN,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,29.966.329.574.585,358.386.192.321.777
Middle East & North Africa (IDA & IBRD countries),TMN,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,30.465.799.331.665,367.637.596.130.371
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,41.266.686.512.301,441.880.391.541.734
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,365.440.795.787.634,109.809.026.249.421
Middle East & North Africa (IDA & IBRD countries),TMN,Population* female (% of total),SP.POP.TOTL.FE.ZS,496.117.454.288.967,496.526.532.499.297
Middle East & North Africa (IDA & IBRD countries),TMN,Population* total,SP.POP.TOTL,328117662,351968238
Middle income,MIC,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,699.597.702.026.367,757.187.118.530.273
Middle income,MIC,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,716.065.216.064.453,755.987.396.240.234
Middle income,MIC,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,107.394.569.396.973,104.918.502.807.617
Middle income,MIC,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,105.331.260.681.152,10.528.491.973.877
Middle income,MIC,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,257.068.004.608.154,331.573.600.769.043
Middle income,MIC,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,248.116.798.400.879,302.943.592.071.533
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,39.006.519.261.743,511.455.398.206.859
Middle income,MIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,630.965.817.611.701,309.263.624.928.431
Middle income,MIC,Population* female (% of total),SP.POP.TOTL.FE.ZS,493.086.976.935.787,493.076.092.604.236
Middle income,MIC,Population* total,SP.POP.TOTL,5212280503,5458860818
Moldova,MDA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,89.027.473.449.707,878.892.669.677.734
Moldova,MDA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,869.766.311.645.508,867.809.524.536.133
Moldova,MDA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,937.245.483.398.438,932.578.430.175.781
Moldova,MDA,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,933.463.287.353.516,928.593.215.942.383
Moldova,MDA,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,437.339.210.510.254,..
Moldova,MDA,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,327.299.690.246.582,..
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,163.153.583.179.532,224.476.376.248.334
Moldova,MDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,72.070.085.385.181,486.391.589.811.808
Moldova,MDA,Population* female (% of total),SP.POP.TOTL.FE.ZS,519.223.363.152.693,519.141.820.182.008
Moldova,MDA,Population* total,SP.POP.TOTL,3562045,3556397
Monaco,MCO,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Monaco,MCO,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Monaco,MCO,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
Monaco,MCO,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
Monaco,MCO,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Monaco,MCO,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,145.221.191.568.424,..
Monaco,MCO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
Monaco,MCO,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
Monaco,MCO,Population* total,SP.POP.TOTL,36845,37623
Mongolia,MNG,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,948.422.622.680.664,918.509.674.072.266
Mongolia,MNG,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,884.037.780.761.719,89.607.292.175.293
Mongolia,MNG,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,127.135.139.465.332,102.696.479.797.363
Mongolia,MNG,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,124.232.490.539.551,100.638.282.775.879
Mongolia,MNG,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,65.260.627.746.582,759.159.622.192.383
Mongolia,MNG,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,425.103.302.001.953,528.935.508.728.027
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,265.034.681.979.049,420.173.772.175.647
Mongolia,MNG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,467.576.896.410.056,600.560.391.641.977
Mongolia,MNG,Population* female (% of total),SP.POP.TOTL.FE.ZS,503.845.491.707.945,504.772.548.336.335
Mongolia,MNG,Population* total,SP.POP.TOTL,2712657,2909871
Montenegro,MNE,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,101.422.706.604.004,..
Montenegro,MNE,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,100.072.769.165.039,..
Montenegro,MNE,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,107.717.529.296.875,..
Montenegro,MNE,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,105.768.753.051.758,..
Montenegro,MNE,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,618.413.505.554.199,..
Montenegro,MNE,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,492.082.214.355.469,..
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,66.819.271.483.604,737.804.227.074.613
Montenegro,MNE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,227.614.820.019.309,168.494.801.419.006
Montenegro,MNE,Population* female (% of total),SP.POP.TOTL.FE.ZS,506.707.913.150.854,505.979.606.327.924
Montenegro,MNE,Population* total,SP.POP.TOTL,619428,621810
Morocco,MAR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,582.870.292.663.574,..
Morocco,MAR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,669.299.468.994.141,..
Morocco,MAR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,11.557.942.199.707,118.739.433.288.574
Morocco,MAR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,108.802.589.416.504,113.395.462.036.133
Morocco,MAR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,136.745.901.107.788,24.090.030.670.166
Morocco,MAR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,151.546.802.520.752,250.436.496.734.619
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,28.576.734.140.278,318.660.875.960.434
Morocco,MAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,252.084.615.752.426,112.347.386.985.591
Morocco,MAR,Population* female (% of total),SP.POP.TOTL.FE.ZS,507.819.687.957.473,506.252.593.694.864
Morocco,MAR,Population* total,SP.POP.TOTL,32107739,33921203
Mozambique,MOZ,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,217.074.794.769.287,235.045.604.705.811
Mozambique,MOZ,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,266.345.901.489.258,255.091.495.513.916
Mozambique,MOZ,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,114.692.123.413.086,108.595.886.230.469
Mozambique,MOZ,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,103.047.813.415.527,996.264.419.555.664
Mozambique,MOZ,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,359.283.995.628.357,497.362.995.147.705
Mozambique,MOZ,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,549.302.005.767.822,698.632.001.876.831
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,417.501.231.533.203,623.197.936.625.371
Mozambique,MOZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,373.275.521.872.027,448.657.212.000.319
Mozambique,MOZ,Population* female (% of total),SP.POP.TOTL.FE.ZS,513.957.736.989.194,51.202.129.931.369
Mozambique,MOZ,Population* total,SP.POP.TOTL,24321457,27216276
Myanmar,MMR,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,493.161.392.211.914,519.519.004.821.777
Myanmar,MMR,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,469.715.385.437.012,506.454.582.214.355
Myanmar,MMR,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,971.225.128.173.828,101.005.210.876.465
Myanmar,MMR,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,963.196.792.602.539,982.935.562.133.789
Myanmar,MMR,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Myanmar,MMR,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,957.624.744.232.148,12.271.372.167.517
Myanmar,MMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,88.645.466.134.566,70.751.079.938.675
Myanmar,MMR,Population* female (% of total),SP.POP.TOTL.FE.ZS,511.873.124.420.571,5.114.927.610.579
Myanmar,MMR,Population* total,SP.POP.TOTL,51733013,53437159
Namibia,NAM,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
Namibia,NAM,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
Namibia,NAM,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,10.899.104.309.082,..
Namibia,NAM,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,106.332.962.036.133,..
Namibia,NAM,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Namibia,NAM,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,514.313.067.579.247,534.944.767.556.484
Namibia,NAM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,404.351.152.037.405,396.594.013.102.943
Namibia,NAM,Population* female (% of total),SP.POP.TOTL.FE.ZS,5.148.034.570.803,513.675.381.566.451
Namibia,NAM,Population* total,SP.POP.TOTL,2193643,2402858
Nauru,NRU,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,834.437.103.271.484
Nauru,NRU,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,81.875
Nauru,NRU,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,109.536.422.729.492
Nauru,NRU,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,100.401.069.641.113
Nauru,NRU,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Nauru,NRU,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,491.260.085.684.766,114.999.942.766.461
Nauru,NRU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,135.849.261.983.417,358.399.660.941.939
Nauru,NRU,Population* female (% of total),SP.POP.TOTL.FE.ZS,..,..
Nauru,NRU,Population* total,SP.POP.TOTL,10025,10176
Nepal,NPL,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,572.798.385.620.117,68.898.681.640.625
Nepal,NPL,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,603.114.814.758.301,649.217.376.708.984
Nepal,NPL,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,1.377.822.265.625,130.108.383.178.711
Nepal,NPL,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,147.078.369.140.625,140.629.531.860.352
Nepal,NPL,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,110.506.801.605.225,..
Nepal,NPL,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,181.841.297.149.658,..
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,595.427.519.830.012,703.182.570.716.641
Nepal,NPL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,371.175.919.665.328,471.092.367.204.353
Nepal,NPL,Population* female (% of total),SP.POP.TOTL.FE.ZS,512.902.967.750.673,515.377.932.362.354
Nepal,NPL,Population* total,SP.POP.TOTL,26875910,28174724
Netherlands,NLD,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,122.185.302.734.375,..
Netherlands,NLD,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,124.035.011.291.504,..
Netherlands,NLD,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,109.750.862.121.582,104.765.510.559.082
Netherlands,NLD,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,108.535.011.291.504,104.095.039.367.676
Netherlands,NLD,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,688.687.591.552.734,..
Netherlands,NLD,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,615.883.102.416.992,..
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,50.341.251.919.716,521.574.068.701.887
Netherlands,NLD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.883876122487862,105.540.946.304.433
Netherlands,NLD,Population* female (% of total),SP.POP.TOTL.FE.ZS,504.836.554.526.328,503.893.106.600.538
Netherlands,NLD,Population* total,SP.POP.TOTL,16615394,16865008
New Caledonia,NCL,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,..,..
New Caledonia,NCL,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,..,..
New Caledonia,NCL,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,..,..
New Caledonia,NCL,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,..,..
New Caledonia,NCL,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
New Caledonia,NCL,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..
New Caledonia,NCL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..
New Caledonia,NCL,Population* female (% of total),SP.POP.TOTL.FE.ZS,492.833.221.701.273,494.872.979.214.781
New Caledonia,NCL,Population* total,SP.POP.TOTL,250000,268000
New Zealand,NZL,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,121.689.567.565.918,120.987.411.499.023
New Zealand,NZL,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,116.349.281.311.035,11.417.106.628.418
New Zealand,NZL,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,100.931.060.791.016,987.990.036.010.742
New Zealand,NZL,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,101.254.119.873.047,984.593.200.683.594
New Zealand,NZL,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,985.884.628.295.898,940.068.817.138.672
New Zealand,NZL,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,673.128.814.697.266,681.913.375.854.492
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,336.921.695.969.513,44.380.426.584.212
New Zealand,NZL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.249672060356104,202.357.818.030.792
New Zealand,NZL,Population* female (% of total),SP.POP.TOTL.FE.ZS,509.126.402.743.677,510.943.431.649.821
New Zealand,NZL,Population* total,SP.POP.TOTL,4350700,4509700
Nicaragua,NIC,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,787.795.867.919.922,..
Nicaragua,NIC,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,698.312.225.341.797,..
Nicaragua,NIC,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,123.763.549.804.688,..
Nicaragua,NIC,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,122.727.523.803.711,..
Nicaragua,NIC,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,..,..
Nicaragua,NIC,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,..,..
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,152.348.146.882.139,196.049.090.771.313
Nicaragua,NIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,191.209.989.441.082,337.823.898.268.803
Nicaragua,NIC,Population* female (% of total),SP.POP.TOTL.FE.ZS,507.321.372.488.942,50.715.199.903.956
Nicaragua,NIC,Population* total,SP.POP.TOTL,5737722,6013913
Niger,NER,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,10.876.259.803.772,155.587.196.350.098
Niger,NER,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,161.764.507.293.701,220.778.903.961.182
Niger,NER,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,696.438.980.102.539,759.363.632.202.148
Niger,NER,School enrollment* primary* female (% gross),SE.PRM.ENRR.FE,568.386.306.762.695,650.247.802.734.375
Niger,NER,School enrollment* tertiary* female (% gross),SE.TER.ENRR.FE,0.818019986152649,..
Niger,NER,School enrollment* tertiary* male (% gross),SE.TER.ENRR.MA,221.996.998.786.926,..
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,351.006.218.346.786,431.381.682.137.856
Niger,NER,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,424.654.997.667.371,28.220.436.487.221
Niger,NER,Population* female (% of total),SP.POP.TOTL.FE.ZS,496.582.001.339.308,496.096.365.920.871
Niger,NER,Population* total,SP.POP.TOTL,16291990,19113728
Nigeria,NGA,School enrollment* secondary* female (% gross),SE.SEC.ENRR.FE,411.737.403.869.629,..
Nigeria,NGA,School enrollment* secondary* male (% gross),SE.SEC.ENRR.MA,463.753.395.080.566,..
Nigeria,NGA,School enrollment* primary* male (% gross),SE.PRM.ENRR.MA,883.497.161.865.234,..
